bit_flux_iso,hsc_flux_iso,bit_iso_fluxerr,hsc_iso_fluxerr,bit_flux_kron,hsc_flux_kron,bit_kron_fluxerr,hsc_kron_fluxerr,bit_background,hsc_background,bit_thresh,hsc_thresh,bit_maxflux,hsc_maxflux,bit_isoarea,hsc_isoarea,bit_xworld,hsc_xworld,bit_yworld,hsc_yworld,bit_alpha,hsc_alpha,bit_delta,hsc_delta,bit_a,hsc_a,bit_b,hsc_b
6.540762000000000312e-04,1.027473000000000081e+00,9.513803999999999891e-05,5.603625000000000272e-02,1.036096000000000022e-03,1.577152000000000109e+00,1.902760999999999992e-04,1.283025000000000138e-01,1.176027000000000062e-03,2.024550999999999868e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.840323999999999899e-04,7.527878000000000347e-02,5.000000000000000000e+00,2.800000000000000000e+01,1.501565761599999860e+02,1.501565974099999892e+02,2.135205400299999834e+00,2.135211310099999871e+00,1.501565761999999893e+02,1.501565974000000097e+02,2.135205399999999809e+00,2.135211299999999923e+00,1.006999999999999895e+00,1.550999999999999934e+00,5.320000000000000284e-01,1.306000000000000050e+00
5.745203000000000159e-04,4.703638000000000119e+01,1.042185000000000051e-04,2.020415999999999879e-01,2.358425999999999838e-03,4.849584999999999724e+01,3.559740000000000040e-04,2.481213999999999920e-01,1.173556999999999986e-03,2.314362999999999837e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.282423000000000037e-04,4.560838999999999865e-01,5.000000000000000000e+00,3.920000000000000000e+02,1.501618231200000082e+02,1.501616710600000033e+02,2.110212206499999965e+00,2.110204816099999992e+00,1.501618230999999923e+02,1.501616711000000066e+02,2.110212199999999871e+00,2.110204799999999992e+00,9.709999999999999742e-01,4.456999999999999851e+00,4.109999999999999765e-01,3.777000000000000135e+00
9.171284000000000467e-04,6.521641999999999939e+01,1.276410999999999865e-04,2.498412000000000133e-01,3.815204999999999898e-03,6.731015999999999622e+01,5.755654999999999495e-04,3.151826999999999823e-01,1.175805000000000036e-03,2.175442000000000087e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.508256000000000082e-04,5.164119999999999822e-01,9.000000000000000000e+00,6.120000000000000000e+02,1.501553255499999864e+02,1.501553379099999859e+02,2.177011725099999850e+00,2.177117301300000030e+00,1.501553255999999976e+02,1.501553379000000064e+02,2.177011699999999994e+00,2.177117299999999922e+00,1.760999999999999899e+00,6.623999999999999666e+00,5.729999999999999538e-01,3.971000000000000085e+00
8.001339999999999798e-04,8.976157000000000608e+00,1.203412000000000058e-04,1.046070999999999945e-01,1.747140000000000108e-03,9.577310000000000656e+00,3.559740000000000040e-04,1.348120999999999903e-01,1.173821999999999930e-03,2.183164000000000025e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.507304999999999962e-04,3.331278999999999768e-01,8.000000000000000000e+00,1.060000000000000000e+02,1.501652400199999988e+02,1.501650930600000038e+02,2.104577564199999973e+00,2.104401368200000011e+00,1.501652400000000114e+02,1.501650931000000071e+02,2.104577599999999826e+00,2.104401399999999978e+00,1.500999999999999890e+00,2.277000000000000135e+00,4.219999999999999862e-01,2.189999999999999947e+00
5.071496999999999464e-04,3.718733999999999984e+00,1.042185000000000051e-04,7.984531999999999741e-02,1.510192000000000045e-03,4.442258999999999958e+00,2.622775000000000041e-04,1.253008999999999928e-01,1.178276999999999927e-03,2.194339000000000012e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.551877000000000117e-04,1.468328999999999884e-01,4.000000000000000000e+00,6.400000000000000000e+01,1.501613538500000118e+02,1.501613806100000090e+02,2.141463493299999854e+00,2.141533907799999970e+00,1.501613538999999946e+02,1.501613806000000011e+02,2.141463499999999964e+00,2.141533900000000212e+00,7.940000000000000391e-01,2.040999999999999925e+00,5.000000000000000000e-01,1.858000000000000096e+00
4.850082000000000026e-04,5.492144999999999833e+00,9.513803999999999891e-05,9.202527000000000623e-02,1.462891999999999925e-03,7.007779000000000202e+00,3.068109999999999869e-04,1.358667000000000069e-01,1.176263999999999999e-03,2.655300000000000195e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.107743000000000009e-04,2.156093000000000037e-01,5.000000000000000000e+00,8.600000000000000000e+01,1.501567549600000007e+02,1.501569542100000092e+02,2.186456595900000188e+00,2.186615079900000147e+00,1.501567550000000040e+02,1.501569542000000013e+02,2.186456600000000083e+00,2.186615100000000034e+00,7.409999999999999920e-01,2.644000000000000128e+00,4.550000000000000155e-01,1.915000000000000036e+00
5.230493999999999595e-04,2.790262000000000020e-01,1.042185000000000051e-04,3.379113000000000255e-02,1.318018000000000011e-03,7.344057000000000501e-01,3.709164000000000254e-04,1.170559000000000044e-01,1.176636000000000001e-03,2.527072999999999906e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.375462999999999946e-04,3.218121000000000176e-02,5.000000000000000000e+00,1.100000000000000000e+01,1.501586484899999903e+02,1.501588473299999862e+02,2.184549810100000045e+00,2.184465971499999881e+00,1.501586484999999982e+02,1.501588472999999908e+02,2.184549800000000097e+00,2.184466000000000019e+00,9.819999999999999840e-01,1.040000000000000036e+00,4.050000000000000266e-01,8.179999999999999494e-01
1.613129999999999946e-03,3.515077999999999747e+01,1.701880999999999978e-04,1.936245000000000049e-01,2.980131000000000013e-03,3.697912999999999784e+01,5.193526000000000392e-04,2.708565000000000000e-01,1.176013000000000058e-03,1.939916999999999987e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.798411000000000085e-04,3.011400000000000188e-01,9.000000000000000000e+00,3.720000000000000000e+02,1.501600034500000049e+02,1.501598531999999864e+02,2.198665187200000037e+00,2.198780628699999795e+00,1.501600034999999878e+02,1.501598531999999864e+02,2.198665200000000208e+00,2.198780600000000085e+00,1.423000000000000043e+00,5.222000000000000419e+00,5.590000000000000524e-01,3.406000000000000139e+00
6.980070999999999802e-04,1.199404999999999966e+01,1.042185000000000051e-04,1.107916000000000040e-01,1.883672999999999988e-03,1.551186000000000043e+01,3.585075999999999758e-04,1.803953000000000084e-01,1.176958999999999991e-03,2.226982000000000180e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.582861000000000023e-04,3.087172999999999723e-01,6.000000000000000000e+00,1.210000000000000000e+02,1.501608912599999996e+02,1.501608313700000110e+02,2.203766325500000178e+00,2.203722457800000090e+00,1.501608913000000030e+02,1.501608314000000064e+02,2.203766299999999845e+00,2.203722500000000029e+00,7.820000000000000284e-01,2.903999999999999915e+00,5.000000000000000000e-01,2.369000000000000217e+00
1.595400999999999981e-03,1.303343999999999880e+02,1.647839000000000064e-04,2.554900999999999978e-01,4.134266999999999630e-03,1.312831999999999937e+02,5.596187999999999553e-04,2.815364000000000200e-01,1.179251000000000084e-03,1.575467000000000100e-03,6.382054000000000611e-05,1.463198999999999923e-02,1.461380000000000025e-04,1.197634000000000087e+00,1.300000000000000000e+01,6.410000000000000000e+02,1.501717386699999963e+02,1.501718065400000057e+02,2.116280593099999940e+00,2.116398182999999822e+00,1.501717386999999917e+02,1.501718065000000024e+02,2.116280600000000067e+00,2.116398199999999896e+00,1.245999999999999996e+00,6.504999999999999893e+00,8.780000000000000027e-01,3.335999999999999854e+00
