bit_flux_iso,hsc_flux_iso,bit_iso_fluxerr,hsc_iso_fluxerr,bit_flux_kron,hsc_flux_kron,bit_kron_fluxerr,hsc_kron_fluxerr,bit_background,hsc_background,bit_thresh,hsc_thresh,bit_maxflux,hsc_maxflux,bit_isoarea,hsc_isoarea,bit_xworld,hsc_xworld,bit_yworld,hsc_yworld,bit_alpha,hsc_alpha,bit_delta,hsc_delta,bit_a,hsc_a,bit_b,hsc_b
9.595937000000000347e-04,4.704594000000000165e+01,8.814427999999999424e-05,1.691323000000000132e-01,2.608651000000000025e-03,4.846316999999999808e+01,3.246115999999999737e-04,2.150073999999999874e-01,6.430804000000000034e-04,1.517293000000000070e-03,3.305410999999999988e-05,9.602629999999999152e-03,9.492138999999999481e-05,3.293891999999999931e-01,1.100000000000000000e+01,6.530000000000000000e+02,1.501571348800000010e+02,1.501571640399999978e+02,2.111826230000000137e+00,2.111696616000000137e+00,1.501571348999999884e+02,1.501571639999999945e+02,2.111826199999999876e+00,2.111696600000000146e+00,1.411999999999999922e+00,6.775999999999999801e+00,8.319999999999999618e-01,4.160000000000000142e+00
4.123899000000000206e-04,2.789926999999999824e-01,5.830196000000000244e-05,2.716034000000000156e-02,5.684302999999999708e-04,6.786029999999999562e-01,1.186679000000000027e-04,9.602629000000000026e-02,6.353529999999999595e-04,1.489632999999999973e-03,3.305410999999999988e-05,9.602629999999999152e-03,7.716053999999999697e-05,2.353658999999999960e-02,6.000000000000000000e+00,1.600000000000000000e+01,1.501567561100000034e+02,1.501568461399999990e+02,2.139401053099999839e+00,2.139390928300000105e+00,1.501567560999999955e+02,1.501568460999999957e+02,2.139401100000000167e+00,2.139390899999999984e+00,1.237999999999999989e+00,1.310000000000000053e+00,3.930000000000000160e-01,1.114000000000000101e+00
2.813545999999999777e-04,1.960282999999999998e+00,4.927414999999999985e-05,6.865114999999999412e-02,4.775830000000000114e-04,3.614828999999999848e+00,1.246548000000000046e-04,1.924789000000000083e-01,6.375719999999999868e-04,1.618489999999999989e-03,3.305410999999999988e-05,9.602629999999999152e-03,8.276669999999999481e-05,3.787590999999999875e-02,4.000000000000000000e+00,9.400000000000000000e+01,1.501584606199999996e+02,1.501582966599999907e+02,2.125094829400000052e+00,2.124998752499999810e+00,1.501584606000000122e+02,1.501582966999999940e+02,2.125094799999999839e+00,2.124998800000000188e+00,1.312000000000000055e+00,4.325999999999999623e+00,4.380000000000000004e-01,2.036999999999999922e+00
1.538206000000000078e-03,4.657249000000000194e+01,1.226916999999999895e-04,1.473793999999999937e-01,5.504153999999999818e-03,4.764688999999999908e+01,5.552915000000000281e-04,1.809556999999999971e-01,6.364164999999999536e-04,1.570746999999999942e-03,3.305410999999999988e-05,9.602629999999999152e-03,7.698632999999999377e-05,4.035325000000000162e-01,2.500000000000000000e+01,5.010000000000000000e+02,1.501587361100000066e+02,1.501586419500000034e+02,2.128344308299999987e+00,2.128192214099999813e+00,1.501587360999999987e+02,1.501586418999999921e+02,2.128344300000000189e+00,2.128192199999999978e+00,3.009999999999999787e+00,5.158999999999999808e+00,1.532999999999999918e+00,4.030000000000000249e+00
1.081755000000000000e-03,3.738759000000000299e+01,9.085704000000000382e-05,1.421419999999999906e-01,3.402726999999999922e-03,3.836063000000000045e+01,3.216059000000000170e-04,1.712992000000000126e-01,6.349983000000000016e-04,1.573680000000000044e-03,3.305410999999999988e-05,9.602629999999999152e-03,1.324905000000000082e-04,3.864407999999999732e-01,1.600000000000000000e+01,4.610000000000000000e+02,1.501589674600000137e+02,1.501588547100000142e+02,2.141984247599999946e+00,2.141990004500000211e+00,1.501589674999999886e+02,1.501588547000000062e+02,2.141984200000000005e+00,2.141989999999999839e+00,1.500999999999999890e+00,5.727000000000000313e+00,9.110000000000000320e-01,3.270000000000000018e+00
9.678469000000000525e-04,5.476534000000000013e+00,8.814427999999999424e-05,7.299121000000000081e-02,1.800916999999999969e-03,6.038681000000000409e+00,2.796063999999999798e-04,1.076942000000000038e-01,6.390818999999999840e-04,1.663926000000000033e-03,3.305410999999999988e-05,9.602629999999999152e-03,1.041150999999999953e-04,1.712327999999999906e-01,8.000000000000000000e+00,1.190000000000000000e+02,1.501637028799999882e+02,1.501635496799999885e+02,2.121003998599999996e+00,2.121054887600000161e+00,1.501637029000000041e+02,1.501635497000000043e+02,2.121004000000000111e+00,2.121054899999999854e+00,1.435999999999999943e+00,2.525999999999999801e+00,5.540000000000000480e-01,2.301000000000000156e+00
3.707423000000000164e-04,1.082581999999999933e+00,5.397712999999999730e-05,4.435265000000000041e-02,7.185699000000000470e-04,1.433734000000000064e+00,1.393683000000000053e-04,7.788069000000000242e-02,6.331798999999999717e-04,2.130944999999999975e-03,3.305410999999999988e-05,9.602629999999999152e-03,8.962535999999999463e-05,5.055458000000000174e-02,5.000000000000000000e+00,4.300000000000000000e+01,1.501555976399999963e+02,1.501554097700000057e+02,2.194938695099999837e+00,2.194918458600000122e+00,1.501555975999999930e+02,1.501554098000000010e+02,2.194938699999999798e+00,2.194918499999999995e+00,1.022999999999999909e+00,1.856999999999999984e+00,4.099999999999999756e-01,1.574000000000000066e+00
8.193608000000000445e-04,1.725569000000000131e+01,9.085704000000000382e-05,1.157638000000000000e-01,3.350188999999999945e-03,1.946979999999999933e+01,3.124151999999999832e-04,1.717770999999999881e-01,6.331451999999999566e-04,2.024624000000000042e-03,3.305410999999999988e-05,9.602629999999999152e-03,8.134741999999999440e-05,2.622191999999999856e-01,9.000000000000000000e+00,3.060000000000000000e+02,1.501571443999999929e+02,1.501570788600000128e+02,2.187215680100000004e+00,2.187056947199999879e+00,1.501571443999999929e+02,1.501570788999999877e+02,2.187215699999999874e+00,2.187056899999999970e+00,1.502999999999999892e+00,7.070000000000000284e+00,6.660000000000000364e-01,2.516999999999999904e+00
2.552435999999999833e-04,9.380266999999999911e+00,4.927414999999999985e-05,8.939561999999999509e-02,9.423594999999999888e-04,1.002419000000000082e+01,1.749059000000000020e-04,1.257745000000000113e-01,6.350795000000000442e-04,1.798553999999999951e-03,3.305410999999999988e-05,9.602629999999999152e-03,7.641903000000000346e-05,1.521383000000000041e-01,4.000000000000000000e+00,1.770000000000000000e+02,1.501562314200000117e+02,1.501561733000000061e+02,2.211653761900000070e+00,2.211542193300000125e+00,1.501562313999999958e+02,1.501561733000000061e+02,2.211653800000000114e+00,2.211542199999999792e+00,7.550000000000000044e-01,3.674999999999999822e+00,4.470000000000000084e-01,2.632000000000000117e+00
3.205808999999999786e-04,2.728730000000000100e+00,5.830196000000000244e-05,6.039401999999999965e-02,1.634578999999999937e-03,3.399760000000000115e+00,2.203607000000000059e-04,1.020271999999999984e-01,6.349323999999999723e-04,1.743041000000000078e-03,3.305410999999999988e-05,9.602629999999999152e-03,6.555387999999999450e-05,8.952625000000000166e-02,6.000000000000000000e+00,8.100000000000000000e+01,1.501565832199999875e+02,1.501566206299999919e+02,2.211405835599999925e+00,2.211304378699999962e+00,1.501565832000000000e+02,1.501566205999999966e+02,2.211405800000000088e+00,2.211304399999999948e+00,8.920000000000000151e-01,2.314999999999999947e+00,6.129999999999999893e-01,2.161999999999999922e+00
4.981154999999999888e-01,2.227978000000000065e+03,1.274477999999999896e-03,5.169985000000000275e-01,5.419194999999999984e-01,2.213672999999999774e+03,1.873714000000000065e-03,5.054142000000000357e-01,6.461995000000000326e-04,1.467881000000000090e-03,3.305410999999999988e-05,9.602629999999999152e-03,1.367347000000000094e-03,5.097698000000000285e+00,3.019000000000000000e+03,6.278000000000000000e+03,1.501837778500000127e+02,1.501836242800000036e+02,2.115775007799999941e+00,2.115691970299999891e+00,1.501837778000000014e+02,1.501836242999999911e+02,2.115775000000000183e+00,2.115692000000000128e+00,1.568099999999999916e+01,1.427599999999999980e+01,1.045199999999999996e+01,1.134500000000000064e+01
