197.8730148,-1.3410457
197.8760728,-1.3476639
197.8762693,-1.341427
197.8965601,-1.2999406
197.8813238,-1.4183688
197.8829736,-1.3715767
197.8798642,-1.3569645
197.8259143,-1.2416953
197.9096489,-1.3515576
197.8912200,-1.4589362
197.8815299,-1.4180774
197.8991631,-1.3991682
197.8663140,-1.3470326
197.8813611,-1.3555241
197.8618718,-1.3066830
197.8619674,-1.3069115
197.8682207,-1.3076241
197.9020064,-1.3283349
197.8292018,-1.4641156
197.8291247,-1.4638748
197.8306801,-1.4038714
197.8513306,-1.4099768
197.8612446,-1.3761768
197.8615515,-1.3759146
197.8792393,-1.3963555
197.8793127,-1.3968538
197.8277421,-1.3099717
197.9058333,-1.4201146
197.9055929,-1.4199871
197.8730447,-1.3691815
197.8257849,-1.2725019
197.8712171,-1.3230797
197.8962398,-1.3571985
197.8715115,-1.3140461
197.8629914,-1.3133553
197.8972157,-1.3013942
