150.2524657,2.3439337
150.2585545,2.3307981
150.2489737,2.3248126
150.2857063,2.2838013
150.2382647,2.2797963
150.2650985,2.1614533
150.2367172,2.207301
150.2894423,2.2894423
150.1919684,2.3276477
150.2894423,2.2823552
150.2131934,2.1938582
150.2504516,2.1444928
150.2971097,2.1178195
150.2941245,2.1660573
150.2460527,2.1215422
150.2542692,2.2559591
150.2445144,2.3227031
150.2794463,2.1165329
150.2099695,2.3191535
150.2542944,2.3435226
150.1893709,2.3256711
150.1663585,2.3313832
150.2787963,2.3248257
150.2380547,2.2076309
150.2877133,2.1946795
150.27595,2.114269
150.285793,2.2816886
150.2492174,2.3257628
150.2783125,2.1169925
