150.2524657,2.3439337
150.2894423,2.2823552
150.2342818,2.2767769
150.221923,2.2888404
150.1837778,2.115775
150.2650985,2.1614533
150.2212656,2.182693
150.2131934,2.1938582
150.2941245,2.1660573
150.2445144,2.3227031
150.2099695,2.3191535
150.2447197,2.1944283
150.1783397,2.1205659
150.1845148,2.2076055
150.1919684,2.3276477
150.2242862,2.1056348
150.2150010,2.1984696
150.2118711,2.3333711
150.2231249,2.2955965
150.2280543,2.2699972
150.2282235,2.2697417
150.2500318,2.1094163
150.2297626,2.3072623
150.2281127,2.3430040
150.2348979,2.2800108
150.2486451,2.2218629
150.2499413,2.2171473
150.2556835,2.2047287
150.2460704,2.3341502
150.2585545,2.3307981
150.2616013,2.3086912
150.2927482,2.1764494
150.2907403,2.2318165
150.2857930,2.2816886
150.2975670,2.2821467
150.2974272,2.2826385
