3.765960290386705310e+03,-7.175686996451531297e-01
3.767143437253768752e+03,-9.027505802953490477e-01
3.762581375172064782e+03,-7.197455306209440407e-01
3.777368608232919087e+03,-9.648226391714007644e-01
3.752485730033299660e+03,-6.223355580081948446e-01
3.765436390480204409e+03,-9.077158844084227685e-01
3.772503973587565724e+03,-1.099056547194658284e+00
3.757184552603226166e+03,-5.081694827740455001e-01
3.763333035443294193e+03,-7.729518461651190275e-01
3.761655748009596209e+03,-7.523295062904362673e-01
3.772235990549329017e+03,-9.020086760411084592e-01
3.763979935989125806e+03,-7.340105470960274214e-01
3.763817546789310200e+03,-8.964163715185917702e-01
3.772429559918265113e+03,-9.945177663053930139e-01
3.763117377600368854e+03,-7.267518448803466091e-01
3.754531526074649719e+03,-6.913266238645734418e-01
3.768192238544902011e+03,-6.981368192463049960e-01
3.771055902480810346e+03,-9.993032633099311335e-01
3.767969165207039168e+03,-6.671242493556284181e-01
3.771689545304168405e+03,-9.986095646990846841e-01
3.762666702516279656e+03,-8.126446117043948369e-01
3.769476351753608924e+03,-7.468475240390312075e-01
3.757484245593956530e+03,-7.107772256347756334e-01
3.766926019919465944e+03,-1.004199423486646703e+00
3.771722443487567034e+03,-1.036501188190862566e+00
3.771386343369463702e+03,-9.346760185412040789e-01
3.763274214558281074e+03,-7.036106519094280642e-01
3.750383252814783191e+03,-4.482640468293631608e-01
3.764946037160459127e+03,-7.941884227248174888e-01
3.769459079218694569e+03,-1.114856759614666126e+00
3.774558996828820455e+03,-8.304262125555029739e-01
3.773217843254100899e+03,-1.031709932458463763e+00
3.763641175163986645e+03,-7.792686785366509383e-01
3.772114624325097338e+03,-8.845356271229313228e-01
3.755755529315241802e+03,-5.943563425987110627e-01
3.770751960027029781e+03,-7.906024924838175316e-01
3.766468530244386329e+03,-7.058287224187579367e-01
3.764328061930902550e+03,-7.466832499622770847e-01
3.773405790363514370e+03,-9.020411827377226022e-01
3.765506901818355345e+03,-8.923072411091046430e-01
3.757197916141580208e+03,-7.865897498825608070e-01
