bit_flux_iso,bit_iso_fluxerr,bit_background,bit_thresh,bit_maxflux,bit_isoarea,bit_xworld,bit_yworld,bit_alpha,bit_delta,bit_a,bit_b
4.444162999999999889e-04,7.322135000000000666e-05,1.103725000000000062e-03,4.911837999999999914e-05,1.284171999999999874e-04,4.000000000000000000e+00,1.978331141600000080e+02,-1.460315940599999918e+00,1.978331142000000114e+02,-1.460315899999999889e+00,7.449999999999999956e-01,4.510000000000000120e-01
2.109212999999999973e-03,1.763404000000000100e-04,1.103746000000000067e-03,4.911837999999999914e-05,1.316660000000000096e-04,6.000000000000000000e+00,1.978336415900000134e+02,-1.459844262999999920e+00,1.978336415999999929e+02,-1.459844300000000095e+00,9.779999999999999805e-01,6.879999999999999449e-01
4.199722000000000242e-04,7.322135000000000666e-05,1.106673000000000075e-03,4.911837999999999914e-05,1.290122000000000046e-04,4.000000000000000000e+00,1.978406187399999965e+02,-1.470779455199999974e+00,1.978406186999999932e+02,-1.470779499999999906e+00,7.810000000000000275e-01,4.339999999999999969e-01
4.724659999999999993e-04,8.020997000000000413e-05,1.105185999999999972e-03,4.911837999999999914e-05,1.519675999999999915e-04,4.000000000000000000e+00,1.978393107599999894e+02,-1.468280865299999904e+00,1.978393107999999927e+02,-1.468280900000000111e+00,7.940000000000000391e-01,4.989999999999999991e-01
4.897573999999999808e-04,8.020997000000000413e-05,1.106100000000000052e-03,4.911837999999999914e-05,1.410894000000000048e-04,5.000000000000000000e+00,1.978418850200000065e+02,-1.471200512500000057e+00,1.978418849999999907e+02,-1.471200499999999911e+00,8.399999999999999689e-01,6.360000000000000098e-01
4.057298999999999997e-04,7.322135000000000666e-05,1.106028000000000002e-03,4.911837999999999914e-05,1.120725999999999949e-04,5.000000000000000000e+00,1.978414026199999967e+02,-1.470360970500000031e+00,1.978414026000000092e+02,-1.470361000000000029e+00,7.449999999999999956e-01,4.500000000000000111e-01
4.448283000000000250e-04,7.322135000000000666e-05,1.104034000000000048e-03,4.911837999999999914e-05,1.380413999999999892e-04,5.000000000000000000e+00,1.978325032900000053e+02,-1.456679616800000021e+00,1.978325033000000133e+02,-1.456679599999999963e+00,7.700000000000000178e-01,4.299999999999999933e-01
4.267092000000000107e-04,7.322135000000000666e-05,1.104420999999999962e-03,4.911837999999999914e-05,9.364251000000000410e-05,5.000000000000000000e+00,1.978357223300000101e+02,-1.461553439300000035e+00,1.978357222999999863e+02,-1.461553399999999892e+00,7.479999999999999982e-01,4.510000000000000120e-01
1.109436000000000103e-03,1.268231000000000089e-04,1.104015999999999982e-03,4.911837999999999914e-05,1.313959000000000069e-04,1.300000000000000000e+01,1.978379861900000094e+02,-1.463125704399999893e+00,1.978379861999999889e+02,-1.463125699999999973e+00,1.786000000000000032e+00,7.459999999999999964e-01
4.958456999999999882e-04,8.020997000000000413e-05,1.104940000000000002e-03,4.911837999999999914e-05,1.125299999999999949e-04,6.000000000000000000e+00,1.978415823999999930e+02,-1.468700190599999900e+00,1.978415823999999930e+02,-1.468700200000000011e+00,9.409999999999999476e-01,4.169999999999999818e-01
1.043431999999999953e-03,1.134339999999999985e-04,1.104053000000000022e-03,4.911837999999999914e-05,1.454202999999999941e-04,1.000000000000000000e+01,1.978392129800000134e+02,-1.464661199300000050e+00,1.978392130000000009e+02,-1.464661200000000107e+00,1.129000000000000004e+00,7.219999999999999751e-01
6.593900000000000412e-04,9.261849999999999423e-05,1.103720000000000092e-03,4.911837999999999914e-05,1.225579000000000078e-04,8.000000000000000000e+00,1.978304640700000050e+02,-1.451826245099999912e+00,1.978304641000000004e+02,-1.451826199999999956e+00,9.330000000000000515e-01,6.400000000000000133e-01
2.411899999999999808e-03,1.637278999999999948e-04,1.103515999999999915e-03,4.911837999999999914e-05,1.845321000000000081e-04,2.400000000000000000e+01,1.978358160500000054e+02,-1.458720516999999939e+00,1.978358160999999882e+02,-1.458720500000000087e+00,1.459999999999999964e+00,1.116999999999999993e+00
1.511635000000000062e-02,3.690240000000000230e-04,1.104638000000000017e-03,4.911837999999999914e-05,4.137411999999999817e-04,1.130000000000000000e+02,1.978469759399999930e+02,-1.472924567099999971e+00,1.978469758999999897e+02,-1.472924600000000028e+00,3.270000000000000018e+00,2.313000000000000167e+00
8.026360000000000178e-04,1.086047999999999940e-04,1.105232000000000046e-03,4.911837999999999914e-05,1.058406000000000044e-04,1.000000000000000000e+01,1.978458560999999918e+02,-1.472668807700000082e+00,1.978458560999999918e+02,-1.472668799999999889e+00,1.262000000000000011e+00,6.350000000000000089e-01
4.078029999999999849e-02,5.784024000000000240e-04,1.104055000000000054e-03,4.911837999999999914e-05,4.720950999999999924e-04,2.610000000000000000e+02,1.978272853400000031e+02,-1.441051842200000044e+00,1.978272852999999998e+02,-1.441051800000000105e+00,5.684000000000000163e+00,3.003000000000000114e+00
8.544064999999999993e-04,1.134339999999999985e-04,1.103659000000000107e-03,4.911837999999999914e-05,1.153365999999999962e-04,1.000000000000000000e+01,1.978311268999999868e+02,-1.448985124800000079e+00,1.978311268999999868e+02,-1.448985100000000026e+00,1.729000000000000092e+00,7.690000000000000169e-01
3.858199000000000090e-04,7.322135000000000666e-05,1.103306000000000078e-03,4.911837999999999914e-05,9.246100999999999517e-05,5.000000000000000000e+00,1.978383246699999916e+02,-1.460380129900000101e+00,1.978383246999999869e+02,-1.460380100000000070e+00,7.620000000000000107e-01,4.470000000000000084e-01
8.647240000000000482e-03,2.472237999999999758e-04,1.103135000000000096e-03,4.911837999999999914e-05,7.699382999999999531e-04,5.100000000000000000e+01,1.978432548300000065e+02,-1.466434984399999975e+00,1.978432548000000111e+02,-1.466434999999999933e+00,1.766999999999999904e+00,1.643999999999999906e+00
1.187903000000000049e-02,2.778554999999999827e-04,1.103992000000000038e-03,4.911837999999999914e-05,8.509856000000000538e-04,6.100000000000000000e+01,1.978271278500000108e+02,-1.440490943999999995e+00,1.978271278999999936e+02,-1.440490899999999908e+00,2.044000000000000039e+00,1.778000000000000025e+00
5.681198999999999971e-02,6.091030999999999789e-04,1.104369000000000010e-03,4.911837999999999914e-05,7.101402000000000148e-04,3.150000000000000000e+02,1.978518586600000049e+02,-1.474976836600000007e+00,1.978518587000000082e+02,-1.474976800000000088e+00,4.599000000000000199e+00,3.725999999999999979e+00
7.682163000000000533e-04,1.035505999999999975e-04,1.103954000000000090e-03,4.911837999999999914e-05,1.197662999999999988e-04,1.000000000000000000e+01,1.978451877299999921e+02,-1.468811482100000010e+00,1.978451876999999968e+02,-1.468811499999999937e+00,1.092000000000000082e+00,6.820000000000000506e-01
1.218602999999999961e-03,1.350134999999999974e-04,1.103482000000000031e-03,4.911837999999999914e-05,1.396772999999999917e-04,1.200000000000000000e+01,1.978383216599999912e+02,-1.457736500900000065e+00,1.978383216999999945e+02,-1.457736499999999991e+00,1.290999999999999925e+00,1.072999999999999954e+00
4.133049999999999875e-04,8.020997000000000413e-05,1.104242000000000071e-03,4.911837999999999914e-05,1.017513000000000027e-04,4.000000000000000000e+00,1.978478199399999937e+02,-1.472131332800000081e+00,1.978478198999999904e+02,-1.472131300000000032e+00,1.129000000000000004e+00,6.520000000000000240e-01
3.755904999999999661e-02,5.030472000000000242e-04,1.103756000000000008e-03,4.911837999999999914e-05,1.093093000000000059e-03,2.030000000000000000e+02,1.978423985800000082e+02,-1.455604363499999998e+00,1.978423985999999957e+02,-1.455604399999999909e+00,4.876999999999999780e+00,2.501999999999999780e+00
6.434445999999999482e-04,9.261849999999999423e-05,1.103465000000000088e-03,4.911837999999999914e-05,1.570052000000000058e-04,7.000000000000000000e+00,1.978387800399999890e+02,-1.457982589200000012e+00,1.978387800000000141e+02,-1.457982600000000017e+00,9.749999999999999778e-01,5.789999999999999591e-01
5.414168000000000236e-04,8.663667999999999532e-05,1.103645000000000103e-03,4.911837999999999914e-05,9.740808000000000539e-05,7.000000000000000000e+00,1.978456875200000127e+02,-1.468099703000000034e+00,1.978456874999999968e+02,-1.468099700000000007e+00,9.579999999999999627e-01,5.430000000000000382e-01
4.148736999999999781e-04,7.322135000000000666e-05,1.104181999999999993e-03,4.911837999999999914e-05,9.194750000000000015e-05,5.000000000000000000e+00,1.978296017899999981e+02,-1.443493604299999955e+00,1.978296018000000061e+02,-1.443493600000000043e+00,7.409999999999999920e-01,4.510000000000000120e-01
6.739546000000000339e-04,9.823675999999999828e-05,1.103924999999999958e-03,4.911837999999999914e-05,1.309067999999999983e-04,7.000000000000000000e+00,1.978334514400000046e+02,-1.449125274100000027e+00,1.978334514000000013e+02,-1.449125299999999950e+00,9.809999999999999831e-01,6.899999999999999467e-01
5.613869999999999971e-04,8.663667999999999532e-05,1.104210000000000001e-03,4.911837999999999914e-05,1.092679000000000046e-04,6.000000000000000000e+00,1.978298113200000046e+02,-1.443264211200000036e+00,1.978298112999999887e+02,-1.443264199999999997e+00,1.512999999999999901e+00,4.369999999999999996e-01
1.048401999999999928e-03,1.268231000000000089e-04,1.104350999999999944e-03,4.911837999999999914e-05,9.117216999999999889e-05,1.200000000000000000e+01,1.978309039400000131e+02,-1.444314265800000108e+00,1.978309039000000098e+02,-1.444314300000000051e+00,1.590999999999999970e+00,8.219999999999999529e-01
1.551078999999999913e-03,1.500591000000000013e-04,1.104039000000000019e-03,4.911837999999999914e-05,1.485907999999999869e-04,1.800000000000000000e+01,1.978290733999999986e+02,-1.441252987499999971e+00,1.978290733999999986e+02,-1.441252999999999895e+00,1.838999999999999968e+00,9.809999999999999831e-01
5.210549999999999774e-04,8.663667999999999532e-05,1.104329999999999938e-03,4.911837999999999914e-05,1.002551999999999952e-04,7.000000000000000000e+00,1.978307692099999997e+02,-1.443529495199999957e+00,1.978307691999999918e+02,-1.443529499999999910e+00,1.530000000000000027e+00,3.750000000000000000e-01
3.747569999999999764e-04,7.322135000000000666e-05,1.104336999999999940e-03,4.911837999999999914e-05,1.263521999999999996e-04,4.000000000000000000e+00,1.978309270500000139e+02,-1.444033955699999927e+00,1.978309270000000026e+02,-1.444034000000000040e+00,7.850000000000000311e-01,4.400000000000000022e-01
2.408938000000000051e-02,4.231662000000000075e-04,1.105288999999999968e-03,4.911837999999999914e-05,3.156966999999999890e-04,1.560000000000000000e+02,1.978347851000000048e+02,-1.445432684600000073e+00,1.978347851000000048e+02,-1.445432700000000015e+00,7.102000000000000313e+00,2.043000000000000149e+00
4.563823000000000163e-04,7.322135000000000666e-05,1.104474999999999945e-03,4.911837999999999914e-05,1.131851000000000016e-04,5.000000000000000000e+00,1.978313315000000046e+02,-1.444244580999999972e+00,1.978313315000000046e+02,-1.444244599999999989e+00,9.799999999999999822e-01,3.890000000000000124e-01
4.389193000000000109e-04,8.020997000000000413e-05,1.103648999999999950e-03,4.911837999999999914e-05,8.873816000000000082e-05,6.000000000000000000e+00,1.978355703899999867e+02,-1.449956569400000062e+00,1.978355703999999946e+02,-1.449956599999999929e+00,9.859999999999999876e-01,4.040000000000000258e-01
6.782663999999999881e-04,9.823675999999999828e-05,1.103430999999999986e-03,4.911837999999999914e-05,1.068445999999999968e-04,7.000000000000000000e+00,1.978273526899999979e+02,-1.437151936600000068e+00,1.978273527000000058e+02,-1.437151899999999927e+00,1.250000000000000000e+00,7.530000000000000027e-01
5.006627000000000473e-04,8.020997000000000413e-05,1.104369000000000010e-03,4.911837999999999914e-05,1.107255000000000023e-04,6.000000000000000000e+00,1.978312848399999950e+02,-1.442231953100000075e+00,1.978312847999999917e+02,-1.442231999999999958e+00,9.529999999999999583e-01,4.129999999999999782e-01
5.382394000000000414e-03,2.018572999999999960e-04,1.104610999999999918e-03,4.911837999999999914e-05,5.610154000000000226e-04,3.500000000000000000e+01,1.978471896099999867e+02,-1.465321694600000058e+00,1.978471896000000072e+02,-1.465321700000000060e+00,1.586000000000000076e+00,1.336000000000000076e+00
3.771661999999999845e-03,2.122155999999999880e-04,1.104935999999999939e-03,4.911837999999999914e-05,1.859297000000000098e-04,3.500000000000000000e+01,1.978530811100000051e+02,-1.472684962300000011e+00,1.978530810999999972e+02,-1.472685000000000022e+00,2.138999999999999790e+00,1.556999999999999940e+00
2.025496999999999801e-03,1.763404000000000100e-04,1.103615999999999972e-03,4.911837999999999914e-05,1.138173000000000055e-04,1.600000000000000000e+01,1.978400928499999907e+02,-1.451417937800000058e+00,1.978400929000000019e+02,-1.451417900000000039e+00,1.582000000000000073e+00,1.364999999999999991e+00
4.257069000000000152e-04,7.322135000000000666e-05,1.103760000000000071e-03,4.911837999999999914e-05,1.348208999999999953e-04,4.000000000000000000e+00,1.978301514499999882e+02,-1.439382720900000079e+00,1.978301514000000054e+02,-1.439382699999999904e+00,7.359999999999999876e-01,4.490000000000000102e-01
3.629220000000000059e-04,7.322135000000000666e-05,1.103620999999999942e-03,4.911837999999999914e-05,1.038395999999999943e-04,4.000000000000000000e+00,1.978385705599999937e+02,-1.451569536500000090e+00,1.978385705999999971e+02,-1.451569499999999957e+00,7.580000000000000071e-01,4.390000000000000013e-01
3.050479000000000038e-03,2.044961000000000088e-04,1.103709000000000027e-03,4.911837999999999914e-05,1.538579999999999896e-04,3.100000000000000000e+01,1.978424089799999877e+02,-1.456195047400000053e+00,1.978424090000000035e+02,-1.456194999999999906e+00,2.009999999999999787e+00,1.483000000000000096e+00
1.147014000000000020e-03,1.268231000000000089e-04,1.104612999999999949e-03,4.911837999999999914e-05,1.277173000000000045e-04,1.200000000000000000e+01,1.978512025699999981e+02,-1.468748325399999999e+00,1.978512025999999935e+02,-1.468748299999999896e+00,1.818999999999999950e+00,8.499999999999999778e-01
3.627351999999999660e-02,5.177531999999999881e-04,1.105487999999999957e-03,4.911837999999999914e-05,4.182111999999999982e-04,2.290000000000000000e+02,1.978564926699999944e+02,-1.472440807999999990e+00,1.978564926999999898e+02,-1.472440799999999994e+00,5.719999999999999751e+00,2.567000000000000171e+00
4.551779999999999845e-04,8.020997000000000413e-05,1.103851000000000094e-03,4.911837999999999914e-05,1.341900999999999945e-04,4.000000000000000000e+00,1.978465867900000035e+02,-1.461873266200000021e+00,1.978465868000000114e+02,-1.461873299999999931e+00,7.510000000000000009e-01,6.700000000000000400e-01
1.446827000000000009e-02,3.943091000000000022e-04,1.103046000000000105e-03,4.911837999999999914e-05,2.542848000000000222e-04,1.210000000000000000e+02,1.978258843499999955e+02,-1.428121102400000009e+00,1.978258844000000067e+02,-1.428121100000000032e+00,3.194999999999999840e+00,3.144000000000000128e+00
4.066855000000000079e-04,7.322135000000000666e-05,1.102754999999999968e-03,4.911837999999999914e-05,1.003685999999999999e-04,5.000000000000000000e+00,1.978281908699999860e+02,-1.434126123700000033e+00,1.978281909000000098e+02,-1.434126100000000070e+00,1.175999999999999934e+00,3.340000000000000191e-01
3.967973999999999763e-04,7.322135000000000666e-05,1.104790999999999933e-03,4.911837999999999914e-05,1.031812000000000007e-04,5.000000000000000000e+00,1.978494464400000084e+02,-1.465601895800000110e+00,1.978494464000000050e+02,-1.465601900000000013e+00,7.700000000000000178e-01,4.420000000000000040e-01
7.023706999999999867e-02,5.866854000000000123e-04,1.104907000000000025e-03,4.911837999999999914e-05,9.038260000000000434e-04,2.950000000000000000e+02,1.978503488000000061e+02,-1.462707136499999949e+00,1.978503488000000061e+02,-1.462707100000000038e+00,4.652999999999999581e+00,3.100000000000000089e+00
1.786931000000000066e-03,1.535903999999999991e-04,1.107151000000000012e-03,4.911837999999999914e-05,1.401637000000000011e-04,1.700000000000000000e+01,1.978563881299999991e+02,-1.474836473799999936e+00,1.978563881000000038e+02,-1.474836500000000106e+00,1.854000000000000092e+00,9.389999999999999458e-01
6.151191000000000514e-04,9.261849999999999423e-05,1.104657999999999899e-03,4.911837999999999914e-05,1.070971999999999950e-04,7.000000000000000000e+00,1.978507874000000015e+02,-1.466926443400000002e+00,1.978507874000000015e+02,-1.466926399999999964e+00,9.549999999999999600e-01,6.380000000000000115e-01
4.149512000000000057e-04,7.322135000000000666e-05,1.104675000000000058e-03,4.911837999999999914e-05,1.018191000000000023e-04,5.000000000000000000e+00,1.978510904599999947e+02,-1.467028940899999911e+00,1.978510904999999980e+02,-1.467028900000000080e+00,7.489999999999999991e-01,4.450000000000000067e-01
5.689124999999999738e-03,2.071013000000000021e-04,1.105148000000000024e-03,4.911837999999999914e-05,4.809748000000000083e-04,3.600000000000000000e+01,1.978546714800000075e+02,-1.470442140300000089e+00,1.978546714999999949e+02,-1.470442100000000085e+00,1.695000000000000062e+00,1.362999999999999989e+00
4.103940000000000365e-03,1.852369999999999885e-04,1.104741000000000013e-03,4.911837999999999914e-05,3.535020000000000046e-04,2.900000000000000000e+01,1.978487929800000131e+02,-1.461653824399999912e+00,1.978487930000000006e+02,-1.461653799999999892e+00,1.453999999999999959e+00,1.274000000000000021e+00
8.435524999999999708e-04,1.035505999999999975e-04,1.106395999999999942e-03,4.911837999999999914e-05,1.091468999999999968e-04,9.000000000000000000e+00,1.978574678699999936e+02,-1.474609490400000000e+00,1.978574678999999890e+02,-1.474609499999999906e+00,1.213999999999999968e+00,6.149999999999999911e-01
