bit_flux_iso,hsc_flux_iso,bit_iso_fluxerr,hsc_iso_fluxerr,bit_flux_kron,hsc_flux_kron,bit_kron_fluxerr,hsc_kron_fluxerr,bit_background,hsc_background,bit_thresh,hsc_thresh,bit_maxflux,hsc_maxflux,bit_isoarea,hsc_isoarea,bit_xworld,hsc_xworld,bit_yworld,hsc_yworld,bit_alpha,hsc_alpha,bit_delta,hsc_delta,bit_a,hsc_a,bit_b,hsc_b
7.291158999999999965e-04,2.530122000000000071e+01,5.913549000000000258e-05,5.444257000000000124e-01,1.247328999999999929e-03,3.558001999999999754e+01,1.453756999999999912e-04,1.192269999999999941e+00,1.075655999999999921e-03,1.375696000000000037e-03,1.849590000000000023e-05,6.735520000000000396e-02,6.510492000000000210e-05,5.695354000000000250e-01,2.000000000000000000e+01,1.200000000000000000e+02,1.978258640399999990e+02,1.978257199200000116e+02,-1.472836765600000097e+00,-1.472893015599999966e+00,1.978258639999999957e+02,1.978257198999999957e+02,-1.472836800000000057e+00,-1.472893000000000008e+00,1.560999999999999943e+00,2.833000000000000185e+00,1.042999999999999927e+00,2.626999999999999780e+00
1.981225999999999994e-03,7.018193999999999733e+01,7.189913999999999344e-05,6.140457000000000276e-01,2.312944999999999845e-03,7.525103000000000009e+01,1.310760999999999968e-04,8.555260000000000087e-01,1.075854999999999910e-03,1.280520999999999960e-03,1.849590000000000023e-05,6.735520000000000396e-02,1.907446000000000033e-04,1.708202999999999916e+00,3.100000000000000000e+01,1.720000000000000000e+02,1.978285133999999914e+02,1.978283854700000006e+02,-1.471003282899999931e+00,-1.471021840199999930e+00,1.978285133999999914e+02,1.978283854999999960e+02,-1.471003300000000014e+00,-1.471021799999999935e+00,1.504999999999999893e+00,2.883999999999999897e+00,1.310000000000000053e+00,2.712000000000000188e+00
1.443562999999999930e+00,1.986897000000000116e+04,5.607373999999999822e-04,3.096712000000000131e+00,1.379245000000000054e+00,1.932368000000000029e+04,3.703288000000000109e-04,1.933457999999999899e+00,1.077063000000000065e-03,1.458812999999999950e-02,1.849590000000000023e-05,6.735520000000000396e-02,7.757205999999999824e-02,1.115293999999999954e+02,1.912000000000000000e+03,4.467000000000000000e+03,1.978367234199999984e+02,1.978366362900000013e+02,-1.473885142499999912e+00,-1.473917237300000016e+00,1.978367234000000110e+02,1.978366363000000092e+02,-1.473885099999999948e+00,-1.473917200000000038e+00,5.060999999999999943e+00,7.012999999999999901e+00,4.641000000000000014e+00,6.868999999999999773e+00
2.203894000000000079e-03,2.438412999999999897e+02,7.798557000000000557e-05,1.091625000000000068e+00,2.955225000000000126e-03,2.520673999999999921e+02,1.730682000000000043e-04,1.343356999999999912e+00,1.076822000000000066e-03,9.998326999999999562e-03,1.849590000000000023e-05,6.735520000000000396e-02,1.955398000000000010e-04,4.473994000000000248e+00,3.800000000000000000e+01,5.270000000000000000e+02,1.978346344199999862e+02,1.978345354900000075e+02,-1.474607605399999910e+00,-1.474618857899999913e+00,1.978346343999999988e+02,1.978345354999999870e+02,-1.474607599999999907e+00,-1.474618900000000066e+00,1.554999999999999938e+00,4.621999999999999886e+00,1.391999999999999904e+00,4.402999999999999581e+00
1.340765000000000056e-03,1.283817999999999984e+02,7.895437000000000212e-05,9.180536000000000252e-01,3.286756000000000053e-03,1.403017999999999859e+02,2.740613000000000250e-04,1.329779999999999962e+00,1.075795000000000050e-03,3.102066000000000111e-03,1.849590000000000023e-05,6.735520000000000396e-02,5.992281000000000235e-05,9.861292999999999864e-01,3.100000000000000000e+01,3.780000000000000000e+02,1.978291161200000090e+02,1.978290061700000138e+02,-1.463890339600000035e+00,-1.464053585100000054e+00,1.978291160999999931e+02,1.978290062000000091e+02,-1.463890300000000089e+00,-1.464053599999999955e+00,2.486000000000000210e+00,4.642000000000000348e+00,1.127000000000000002e+00,4.205000000000000071e+00
4.479708000000000301e-02,7.693128000000000384e+02,2.022368999999999881e-04,1.086070000000000091e+00,4.440329999999999971e-02,7.595128999999999451e+02,2.007276000000000058e-04,9.827603999999999784e-01,1.076188999999999965e-03,5.520088000000000251e-03,1.849590000000000023e-05,6.735520000000000396e-02,2.883599000000000145e-03,1.638271999999999906e+01,2.360000000000000000e+02,5.350000000000000000e+02,1.978364167500000121e+02,1.978362934600000074e+02,-1.469155054500000057e+00,-1.469198882699999986e+00,1.978364167000000009e+02,1.978362935000000107e+02,-1.469155100000000047e+00,-1.469198900000000085e+00,2.766000000000000014e+00,3.589999999999999858e+00,2.495999999999999996e+00,3.455999999999999961e+00
3.010693999999999957e-03,1.365893000000000086e+02,1.245329999999999950e-04,8.625675000000000425e-01,5.708218999999999620e-03,1.471269000000000062e+02,3.790531999999999777e-04,1.250866000000000033e+00,1.075619000000000098e-03,3.562128999999999816e-03,1.849590000000000023e-05,6.735520000000000396e-02,6.207008999999999986e-05,1.437262999999999957e+00,8.300000000000000000e+01,3.380000000000000000e+02,1.978330766999999923e+02,1.978329279300000110e+02,-1.463484050900000000e+00,-1.463531546500000058e+00,1.978330766999999923e+02,1.978329278999999872e+02,-1.463484100000000065e+00,-1.463531499999999985e+00,3.313000000000000167e+00,4.099000000000000199e+00,2.432999999999999829e+00,3.806000000000000050e+00
8.431998000000000444e-04,9.091186999999999330e+01,6.640232000000000090e-05,8.107531999999999517e-01,2.265899999999999945e-03,1.000197000000000003e+02,2.505874000000000057e-04,1.229732000000000047e+00,1.075800999999999927e-03,4.566162000000000346e-03,1.849590000000000023e-05,6.735520000000000396e-02,6.566115000000000406e-05,1.018607999999999958e+00,2.300000000000000000e+01,2.970000000000000000e+02,1.978296598899999879e+02,1.978295786500000020e+02,-1.459410273400000069e+00,-1.459428867600000013e+00,1.978296598999999958e+02,1.978295785999999907e+02,-1.459410300000000049e+00,-1.459428900000000029e+00,2.305000000000000160e+00,4.852999999999999758e+00,1.348000000000000087e+00,3.174999999999999822e+00
4.310628999999999958e-04,1.877985999999999933e+01,4.775622000000000336e-05,4.815361000000000224e-01,1.031185000000000001e-03,2.622575000000000145e+01,1.607714000000000105e-04,1.078618000000000077e+00,1.075681999999999897e-03,3.681378999999999815e-03,1.849590000000000023e-05,6.735520000000000396e-02,4.927244000000000220e-05,3.777929999999999899e-01,1.300000000000000000e+01,1.020000000000000000e+02,1.978322390200000029e+02,1.978321117799999911e+02,-1.463241531600000034e+00,-1.463339880699999984e+00,1.978322389999999871e+02,1.978321118000000070e+02,-1.463241500000000084e+00,-1.463339900000000027e+00,1.260000000000000009e+00,2.737999999999999989e+00,1.074000000000000066e+00,2.551000000000000156e+00
2.498215999999999935e-04,8.489630000000000010e+00,3.487620999999999723e-05,3.729962000000000000e-01,3.668567999999999872e-04,1.343149999999999977e+01,8.453434999999999812e-05,9.419030999999999931e-01,1.075601999999999938e-03,4.003142000000000332e-03,1.849590000000000023e-05,6.735520000000000396e-02,5.263322999999999819e-05,2.888351000000000113e-01,8.000000000000000000e+00,4.600000000000000000e+01,1.978260570399999949e+02,1.978259605000000079e+02,-1.451169067599999973e+00,-1.451214801000000110e+00,1.978260569999999916e+02,1.978259605000000079e+02,-1.451169099999999990e+00,-1.451214800000000027e+00,9.969999999999999973e-01,2.113999999999999879e+00,6.129999999999999893e-01,1.774000000000000021e+00
1.503940999999999958e-03,2.088430999999999926e+02,8.891724000000000589e-05,1.245211000000000068e+00,4.201874999999999881e-03,2.268740999999999985e+02,2.678892000000000100e-04,1.730968999999999980e+00,1.075715000000000091e-03,4.975509000000000355e-03,1.849590000000000023e-05,6.735520000000000396e-02,5.647098000000000054e-05,9.843653999999999460e-01,2.600000000000000000e+01,7.090000000000000000e+02,1.978291103599999872e+02,1.978289389999999912e+02,-1.453348651400000024e+00,-1.453450722699999975e+00,1.978291103999999905e+02,1.978289389999999912e+02,-1.453348700000000049e+00,-1.453450700000000095e+00,2.745999999999999996e+00,7.123000000000000220e+00,9.749999999999999778e-01,5.431000000000000050e+00
4.910779000000000099e-04,1.682217999999999947e+01,4.932241000000000132e-05,4.557204999999999728e-01,7.923789999999999566e-04,2.025513000000000119e+01,1.156713000000000050e-04,6.985341000000000466e-01,1.075851999999999972e-03,4.605414999999999856e-03,1.849590000000000023e-05,6.735520000000000396e-02,5.642499000000000201e-05,4.273380999999999985e-01,1.400000000000000000e+01,9.100000000000000000e+01,1.978425821200000030e+02,1.978424610399999892e+02,-1.473747757099999944e+00,-1.473794561300000083e+00,1.978425820999999871e+02,1.978424609999999859e+02,-1.473747799999999941e+00,-1.473794599999999955e+00,1.094999999999999973e+00,2.701000000000000068e+00,1.042000000000000037e+00,2.318000000000000060e+00
8.528351999999999895e-04,8.411840999999999724e+01,6.753748999999999430e-05,7.323534000000000432e-01,1.706936000000000044e-03,9.091633000000000209e+01,2.219508000000000028e-04,1.059760000000000035e+00,1.075858000000000066e-03,3.016324999999999822e-03,1.849590000000000023e-05,6.735520000000000396e-02,6.886943999999999770e-05,1.264399999999999968e+00,1.700000000000000000e+01,2.420000000000000000e+02,1.978364723699999956e+02,1.978363295999999991e+02,-1.464536304899999974e+00,-1.464493877300000024e+00,1.978364723999999910e+02,1.978363295999999991e+02,-1.464536300000000013e+00,-1.464493899999999904e+00,1.760999999999999899e+00,4.091000000000000192e+00,9.649999999999999689e-01,2.887999999999999901e+00
